시설물명,위도,경도,도로안전표지,도로적색표면,무단횡단방지펜스,무인교통단속카메라,보호구역표지판,생활안전CCTV,신호등,옐로카펫,횡단보도,어린이 비율(%),발생건수,structure_risk
휴맥스어린이집,37.370358,127.095881,-1.4812984842721335,-1.1127395537819105,-1.6976819040859112,-1.7449314629334605,-2.4785780001880924,-1.725175323781445,-1.5520932048302525,-1.4571511212534125,-1.5428838163194802,-0.268306801587313,0,0.35770574975669556
늘사랑어린이집,37.408334,127.122855,0.1524443100318895,-1.1127395537819105,-0.591391067964846,-0.5000874003977321,-0.4823823001343036,-0.8534058900941088,-0.3703385931096312,-1.4571511212534125,0.1168851375999606,-0.1397215984436386,0,-0.5090547660907395
삼평어린이집,37.406109,127.115836,0.1524443100318895,-0.2632287116473336,1.7217624984701088,0.7447566621379961,0.0754911248445833,-0.8534058900941088,-0.3703385931096312,0.2260727461504749,0.9467696145596812,1.1685808776475637,0,-0.8267914187487401
판교제2어린이집,37.391851,127.090871,-0.2559913885441162,-0.4331308800742489,-1.0942505389289665,-0.5000874003977321,-1.0737519613502355,0.4127762839279857,-0.0748999401794758,-1.4571511212534125,-0.2980571008798995,2.0620388495511897,0,0.6672261886264571
수내동어린이집,37.379099,127.114714,0.1524443100318895,-1.4525438906357409,-1.3959662215074389,0.2280996954310509,-1.6316253863291237,-0.0513028266693839,-0.6657772460397865,-1.4571511212534125,0.1168851375999606,1.312029523852358,0,-0.9946363776126758
구미동어린이집,37.344538,127.112319,-0.2559913885441162,-1.2826417222088256,-0.9936786447361424,-0.5000874003977321,-0.4823823001343036,-0.4056579001471596,-0.3703385931096312,1.210695588900589,-0.2980571008798995,-0.2317421377596136,0,0.0752134610153254
예림어린이집,37.450823,127.157599,-1.0728627856961277,2.1154016463294805,0.6154716623490435,0.2280996954310509,0.397403214365252,0.9037313686286234,0.2205387127506794,-1.4571511212534125,0.1168851375999606,-0.6672626072714908,0,2.086443238641574
보듬이나눔이어린이집,37.4065,127.151955,-1.4812984842721335,-1.2826417222088256,-0.7925348563504941,-1.7449314629334605,-0.1800918277984541,-2.4171376514922303,-0.3703385931096312,-1.4571511212534125,-0.7129993393597598,-0.1397215984436386,0,-0.017263204836801032
운중하나어린이집,37.389574,127.072072,0.1524443100318895,-1.622446059062656,-1.3959662215074389,-1.7449314629334605,-3.1508421098251134,-0.1614435623833238,-1.2566545519000971,-1.4571511212534125,0.9467696145596812,1.7932016646999858,0,-0.20229785622876914
푸르니이매어린이집,37.3938,127.13236,-1.4812984842721335,-0.2632287116473336,-1.3959662215074389,-0.5000874003977321,-0.8523559374354752,-1.2342202390808072,-1.5520932048302525,-1.4571511212534125,-1.5428838163194802,0.6483569154952137,0,-0.7381437385193479
성남혜은학교,37.450396,127.153922,0.5608800086078953,1.9454994779025647,0.1126121913849228,1.472943757966779,1.0368344233616855,0.8416667440515492,0.5159773656808347,1.9092966135543623,0.9467696145596812,-0.6672626072714908,0,-0.5496759673443882
성은특수학교,37.409122,127.143952,0.1524443100318895,-0.6030330485011642,-0.3902472795791977,-1.7449314629334605,0.1898818095027166,-0.6907505775823833,-0.3703385931096312,-1.4571511212534125,0.1168851375999606,-0.1397215984436386,0,0.1500279952404319
