시설물명,위도,경도,도로안전표지,도로적색표면,무단횡단방지펜스,무인교통단속카메라,보호구역표지판,생활안전CCTV,신호등,옐로카펫,횡단보도,동,발생건수,사상자수,사망및중상자수,사망자수,중상자수,경상자수,총인구수,0~4세,5~9세,10~14세,어린이 총인구,어린이 비율(%),p_wide,p_narrow,p_barrier_yes,p_barrier_no,road_width_relative,sidewalk_ratio,parked_density,accident_label,structure_risk,risk_prob,risk_score,safety_score,safety_grade
한양어린이집,37.435594,127.1281,2,6,12,4,5,36,2,1,2,수진동,0,0,0,0,0,0,25109,262,346,538,1146,4.564100521725278,0.039639235,0.9605726,0.01903218,0.9808984,0.40374935,0.0,0,0,0.3404537292869375,0.21976595917240202,21.976595917240203,78.0234040827598,D
신흥제3어린이집,37.443531,127.148854,5,13,23,4,12,30,6,0,5,신흥동,0,0,0,0,0,0,54351,1844,1692,1524,5060,9.309856304391824,0.48500514,0.52374053,0.13495597,0.8660145,0.0,0.0,1,0,0.5149118250767151,0.12709341528767149,12.709341528767148,87.29065847123286,C
복정어린이집,37.461129,127.130488,0,12,18,1,9,8,1,1,0,복정동,0,0,0,0,0,0,10453,236,183,185,604,5.778245479766574,0.019514322,0.9805684,0.18785593,0.8139975,0.38997704,0.0,0,0,0.2336187623037893,0.00782952482480872,0.782952482480872,99.21704751751913,B
복정2어린이집,37.463264,127.129126,1,14,22,2,14,16,1,1,1,복정동,0,0,0,0,0,0,10453,236,183,185,604,5.778245479766574,0.40970623,0.6011587,0.25510228,0.74184775,0.4458895,0.0,1,0,0.546542958699681,0.027610522219671325,2.7610522219671325,97.23894777803287,B
아이세상 어린이집,37.4422,127.134779,2,8,17,5,22,37,5,0,2,태평동,3,3,1,0,1,2,49641,576,704,1160,2440,4.915291795088737,0.041622072,0.9577699,0.044819146,0.9536614,0.44664147,0.0,2,1,0.396924384983616,0.9928217125961287,99.28217125961287,0.7178287403871337,D
다솜어린이집,37.434004,127.166096,2,0,0,0,3,13,2,0,2,상대원동,0,0,0,0,0,0,36419,596,682,1083,2361,6.4828798154809295,0.8122128,0.18749788,0.21102506,0.7882642,0.39601216,0.0,0,0,0.8161196372302066,0.00630064892842307,0.630064892842307,99.36993510715769,B
중앙동어린이집,37.442671,127.156555,6,7,19,2,14,35,6,0,9,중앙동,0,0,0,0,0,0,16585,681,624,601,1906,11.492312330419054,0.70412403,0.29512584,0.37750384,0.6251769,0.4642008,0.0,0,0,0.68887056737714,0.027491331485386912,2.749133148538691,97.25086685146131,B
금광2동제2어린이집,37.448432,127.163031,2,16,14,0,19,33,4,1,2,금광동,0,0,0,0,0,0,43046,1564,1577,1276,4417,10.261116015425358,0.012554854,0.98731875,0.027832538,0.97249144,0.29947758,0.0,0,0,0.2808799750992093,0.25792994390683355,25.792994390683354,74.20700560931664,D
하대원어린이집,37.427838,127.149429,3,1,0,2,4,18,3,0,2,하대원동,0,0,0,0,0,0,19542,468,503,691,1662,8.504758980657048,0.049912155,0.95047677,0.15412658,0.8446193,0.3537142,0.0,3,0,0.3319691755357838,0.053459132354897396,5.345913235489739,94.65408676451025,C
서광어린이집,37.405702,127.14948,2,2,11,0,16,4,6,0,4,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0.9047284,0.09353116,0.8830446,0.11662763,0.4679925,0.3240590911028034,0,0,0.4635584675844494,0.06393738322157937,6.393738322157937,93.60626167784207,C
분당어린이집,37.368598,127.143274,5,6,0,0,5,24,11,0,5,분당동,0,0,0,0,0,0,24396,533,807,1282,2622,10.74766355140187,0.9266169,0.07539004,0.89957464,0.09744093,0.38440418,0.2917088271942888,0,0,0.4474965027462328,0.0026271921599089875,0.26271921599089876,99.7372807840091,A
서현어린이집,37.382447,127.126079,1,7,8,2,12,12,3,1,1,서현동,0,0,0,0,0,0,47922,1009,1736,2942,5687,11.867200868077292,0.98792815,0.011648774,0.91101396,0.08768234,0.44095105,0.231746169708402,0,0,0.530080202854717,0.049425038996377214,4.942503899637721,95.05749610036227,C
성남생명숲어린이집,37.371025,127.115253,1,8,6,0,9,25,1,0,1,정자동,0,0,0,0,0,0,74647,1555,2501,3850,7906,10.59118249896178,0.55308306,0.44431773,0.15754968,0.8407959,0.47550032,0.0,3,0,0.7710302844986894,0.11741049213471476,11.741049213471475,88.25895078652853,C
갈보리어린이집,37.390494,127.132889,0,10,4,1,5,9,0,0,0,이매동,0,0,0,0,0,0,37333,1021,1472,2187,4680,12.535826212734042,0.78629625,0.21182144,0.8904278,0.11022985,0.36064744,0.0,0,0,0.3992723288776576,0.009923799288349569,0.9923799288349568,99.00762007116505,B
휴맥스어린이집,37.370358,127.095881,0,3,0,0,2,5,0,0,0,금곡동,0,0,0,0,0,0,26767,673,828,1002,2503,9.35106661187283,0.8611337,0.138466,0.76759803,0.23391369,0.38601613,0.2226808484529882,0,0,0.4944521366426286,0.00470170719818567,0.47017071981856706,99.52982928018143,A
늘사랑어린이집,37.408334,127.122855,4,3,11,1,9,9,4,0,4,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0.33084035,0.6691409,0.20472655,0.787838,0.0,0.0,2,0,0.3697481864619907,0.02616103268829236,2.616103268829236,97.38389673117076,B
삼평어린이집,37.406109,127.115836,4,8,34,3,13,9,4,1,6,삼평동,0,0,0,0,0,0,23593,923,1095,1366,3384,14.343237400924004,0.5923061,0.40605876,0.69403756,0.30919963,0.3633142,0.1806803072641924,0,0,0.3208087086883939,0.0045203495901429734,0.45203495901429736,99.5479650409857,A
판교제2어린이집,37.391851,127.090871,3,7,6,1,6,20,5,0,3,판교동,0,0,0,0,0,0,26365,1085,1499,2016,4600,17.447373411720083,0.9928137,0.0073491335,0.89608586,0.10173401,0.43898916,0.2547640618989183,0,0,0.5372280309893335,0.006722825876129079,0.6722825876129079,99.32771741238709,B
수내동어린이집,37.379099,127.114714,4,1,3,2,4,15,3,0,4,수내동,0,0,0,0,0,0,41451,627,2068,3457,6152,14.841620226291283,0.4390271,0.56976354,0.51074547,0.48803395,0.41343677,0.3156591153604572,0,0,0.2964287200038049,0.021939605781542106,2.1939605781542104,97.8060394218458,B
구미동어린이집,37.344538,127.112319,3,2,7,1,9,12,4,2,3,구미동,0,0,0,0,0,0,44070,1127,1239,1811,4177,9.478103017926026,0.9345906,0.066942096,0.9225535,0.076087356,0.38874602,0.2335119760615656,0,0,0.456042572380415,0.00487020110092916,0.487020110092916,99.51297988990709,A
예림어린이집,37.450823,127.157599,1,22,23,2,16,27,6,0,4,단대동,0,0,0,0,0,0,14162,295,336,497,1128,7.964976698206468,0.9288912,0.07113469,0.644182,0.35721296,0.47659016,0.0,0,0,0.7108049488611214,0.012911338204164836,1.2911338204164835,98.70886617958351,B
보듬이나눔이어린이집,37.4065,127.151955,0,2,9,0,11,3,4,0,2,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0.9251904,0.073753536,0.92796946,0.072243184,0.4189101,0.2832356174701885,0,0,0.4436297646511143,0.04145110754829341,4.145110754829341,95.85488924517065,C
운중하나어린이집,37.389574,127.072072,4,0,3,0,1,14,1,0,6,운중동,0,0,0,0,0,0,38266,2013,2153,2153,6319,16.51335389118277,0.86187863,0.13759932,0.87387025,0.12429544,0.35356188,0.21608218271304,0,0,0.4163017116173215,0.001295856373559625,0.1295856373559625,99.87041436264404,A
푸르니이매어린이집,37.3938,127.13236,0,8,3,1,7,7,0,0,0,이매동,0,0,0,0,0,0,37333,1021,1472,2187,4680,12.535826212734042,0.29708984,0.70536864,0.28221813,0.7185873,0.36664134,0.182259732231568,0,0,0.3319663966942108,0.02391827285858031,2.3918272858580307,97.60817271414197,B
성남혜은학교,37.450396,127.153922,5,21,18,5,24,26,7,3,6,단대동,0,0,0,0,0,0,14162,295,336,497,1128,7.964976698206468,0.11991006,0.88348234,0.08628425,0.9150456,0.304147,0.0,1,0,0.3551847268777869,0.01353191462196545,1.353191462196545,98.64680853780345,B
성은특수학교,37.409122,127.143952,4,6,13,0,14,10,4,0,4,야탑동,0,0,0,0,0,0,58707,1716,1822,2214,5752,9.797809460541332,0.8901919,0.109470844,0.8363108,0.16439372,0.3813871,0.2483197978316,0,0,0.4667773530236723,0.037311120955374276,3.7311120955374277,96.26888790446257,C
산성3어린이집,37.460461,127.155653,4,0,0,0,0,14,4,0,4,산성동,0,0,0,0,0,0,4421,56,110,142,308,6.966749604161953,0.8538548,0.14547092,0.42823485,0.5736663,0.46716678,0.0,0,0,0.7656469295715991,0.0006798705979679474,0.06798705979679473,99.93201294020321,A
